"dep";"sexe";"jour";"hosp";"rea";"dc";"rad"
"48";1;"2020-04-24";0;0;0;10
"48";2;"2020-04-24";2;0;0;5
"49";0;"2020-04-24";186;30;89;347
"49";1;"2020-04-24";110;23;53;166
"49";2;"2020-04-24";74;7;36;179
"50";0;"2020-04-24";51;11;36;92
"50";1;"2020-04-24";33;11;17;45
"50";2;"2020-04-24";18;0;19;44
"51";0;"2020-04-24";344;45;196;638
"51";1;"2020-04-24";191;35;117;291
"51";2;"2020-04-24";148;10;77;339
"52";0;"2020-04-24";74;21;53;125
"52";1;"2020-04-24";36;11;23;73
"52";2;"2020-04-24";38;10;30;52
"53";0;"2020-04-24";86;10;27;72
"53";1;"2020-04-24";38;8;14;37
"53";2;"2020-04-24";48;2;13;35
"54";0;"2020-04-24";450;108;247;608
"54";1;"2020-04-24";229;78;144;294
"54";2;"2020-04-24";210;26;101;293
"55";0;"2020-04-24";135;15;77;254
"55";1;"2020-04-24";70;9;43;127
"55";2;"2020-04-24";65;6;34;127
"56";0;"2020-04-24";132;17;75;260
"56";1;"2020-04-24";73;15;46;146
"56";2;"2020-04-24";58;2;29;114
"57";0;"2020-04-24";945;138;610;1351
"57";1;"2020-04-24";484;96;345;683
"57";2;"2020-04-24";457;42;261;662
"58";0;"2020-04-24";52;8;21;41
"58";1;"2020-04-24";22;6;10;12
"58";2;"2020-04-24";30;2;11;29
"59";0;"2020-04-24";909;203;403;1164
"59";1;"2020-04-24";470;150;212;598
"59";2;"2020-04-24";434;52;186;556
"60";0;"2020-04-24";457;51;304;678
"60";1;"2020-04-24";205;37;176;355
"60";2;"2020-04-24";248;14;127;318
"61";0;"2020-04-24";59;13;27;147
"61";1;"2020-04-24";37;13;17;59
"61";2;"2020-04-24";21;0;10;88
"62";0;"2020-04-24";440;69;194;711
"62";1;"2020-04-24";213;51;115;345
"62";2;"2020-04-24";223;17;79;361
"63";0;"2020-04-24";47;16;31;120
"63";1;"2020-04-24";26;12;20;65
"63";2;"2020-04-24";21;4;11;55
"64";0;"2020-04-24";71;9;20;139
"64";1;"2020-04-24";36;7;14;75
"64";2;"2020-04-24";35;2;6;64
"65";0;"2020-04-24";77;4;19;81
"65";1;"2020-04-24";32;3;8;44
"65";2;"2020-04-24";44;1;11;36
"66";0;"2020-04-24";25;12;28;246
"66";1;"2020-04-24";17;10;13;104
"66";2;"2020-04-24";8;2;15;142
"67";0;"2020-04-24";911;175;479;1547
"67";1;"2020-04-24";490;123;275;852
"67";2;"2020-04-24";415;52;201;686
"68";0;"2020-04-24";963;120;654;1683
"68";1;"2020-04-24";494;82;396;912
"68";2;"2020-04-24";465;38;253;766
"69";0;"2020-04-24";1180;188;454;1604
"69";1;"2020-04-24";556;145;246;804
"69";2;"2020-04-24";619;43;198;767
"70";0;"2020-04-24";114;15;63;151
"70";1;"2020-04-24";61;12;40;79
"70";2;"2020-04-24";52;3;23;71
"71";0;"2020-04-24";214;25;146;392
"71";1;"2020-04-24";112;20;76;177
"71";2;"2020-04-24";101;5;70;213
"72";0;"2020-04-24";142;13;47;193
"72";1;"2020-04-24";75;11;24;98
"72";2;"2020-04-24";67;2;23;95
"73";0;"2020-04-24";83;11;41;286
"73";1;"2020-04-24";46;8;27;133
"73";2;"2020-04-24";37;3;14;152
"74";0;"2020-04-24";230;38;126;575
"74";1;"2020-04-24";126;29;77;319
"74";2;"2020-04-24";99;8;49;249
"75";0;"2020-04-24";2624;557;1327;3537
"75";1;"2020-04-24";1424;414;845;2062
"75";2;"2020-04-24";1169;141;470;1446
"76";0;"2020-04-24";241;59;133;491
"76";1;"2020-04-24";115;43;87;236
"76";2;"2020-04-24";121;16;44;250
"77";0;"2020-04-24";695;147;437;1523
"77";1;"2020-04-24";378;107;258;873
"77";2;"2020-04-24";314;40;178;633
"78";0;"2020-04-24";848;125;398;1289
"78";1;"2020-04-24";417;98;243;730
"78";2;"2020-04-24";422;25;153;554
"79";0;"2020-04-24";26;3;14;38
"79";1;"2020-04-24";15;2;8;18
"79";2;"2020-04-24";11;1;6;20
"80";0;"2020-04-24";303;47;164;458
"80";1;"2020-04-24";132;37;98;227
"80";2;"2020-04-24";167;10;65;224
"81";0;"2020-04-24";37;8;18;65
"81";1;"2020-04-24";18;6;8;34
"81";2;"2020-04-24";19;2;10;30
"82";0;"2020-04-24";12;5;3;30
"82";1;"2020-04-24";8;4;3;18
"82";2;"2020-04-24";4;1;0;12
"83";0;"2020-04-24";320;43;100;497
"83";1;"2020-04-24";187;31;54;274
"83";2;"2020-04-24";131;12;45;222
"84";0;"2020-04-24";79;14;26;150
"84";1;"2020-04-24";46;10;16;75
"84";2;"2020-04-24";33;4;10;75
"85";0;"2020-04-24";52;12;30;129
"85";1;"2020-04-24";25;8;21;70
"85";2;"2020-04-24";27;4;9;59
"86";0;"2020-04-24";47;9;29;80
"86";1;"2020-04-24";29;5;15;38
"86";2;"2020-04-24";17;3;13;42
"87";0;"2020-04-24";50;9;21;83
"87";1;"2020-04-24";24;7;10;40
"87";2;"2020-04-24";26;2;11;42
"88";0;"2020-04-24";233;22;222;407
"88";1;"2020-04-24";106;15;132;216
"88";2;"2020-04-24";126;7;90;189
"89";0;"2020-04-24";109;23;50;147
"89";1;"2020-04-24";56;22;28;78
"89";2;"2020-04-24";53;1;22;68
"90";0;"2020-04-24";156;20;141;337
"90";1;"2020-04-24";82;16;84;200
"90";2;"2020-04-24";73;4;57;137
"91";0;"2020-04-24";1174;167;375;1023
"91";1;"2020-04-24";554;104;221;615
"91";2;"2020-04-24";603;61;150;399
"92";0;"2020-04-24";1933;347;776;2416
"92";1;"2020-04-24";1054;259;462;1382
"92";2;"2020-04-24";862;84;309;1023
"93";0;"2020-04-24";1551;200;768;1927
"93";1;"2020-04-24";793;140;479;1130
"93";2;"2020-04-24";741;54;282;779
"94";0;"2020-04-24";1982;283;848;2092
"94";1;"2020-04-24";1033;208;488;1152
"94";2;"2020-04-24";933;75;343;914
"95";0;"2020-04-24";951;121;523;1538
"95";1;"2020-04-24";499;85;333;905
"95";2;"2020-04-24";447;35;188;626
"971";0;"2020-04-24";23;13;13;70
"971";1;"2020-04-24";16;9;6;34
"971";2;"2020-04-24";7;4;7;36
"972";0;"2020-04-24";32;9;14;63
"972";1;"2020-04-24";20;7;10;33
"972";2;"2020-04-24";12;2;4;30
"973";0;"2020-04-24";3;0;1;34
"973";1;"2020-04-24";1;0;1;16
"973";2;"2020-04-24";2;0;0;18
"974";0;"2020-04-24";8;2;0;100
"974";1;"2020-04-24";7;2;0;47
"974";2;"2020-04-24";1;0;0;53
"976";0;"2020-04-24";28;3;6;60
"976";1;"2020-04-24";18;3;5;37
"976";2;"2020-04-24";9;0;1;22
"01";0;"2020-04-25";162;19;75;229
"01";1;"2020-04-25";80;16;44;124
"01";2;"2020-04-25";80;3;30;98
"02";0;"2020-04-25";287;38;196;598
"02";1;"2020-04-25";145;24;118;231
"02";2;"2020-04-25";142;14;75;365
"03";0;"2020-04-25";53;14;24;113
"03";1;"2020-04-25";26;10;11;47
"03";2;"2020-04-25";27;4;12;64
"04";0;"2020-04-25";29;1;7;99
"04";1;"2020-04-25";15;0;5;39
"04";2;"2020-04-25";14;1;2;59
"05";0;"2020-04-25";41;8;6;93
"05";1;"2020-04-25";15;6;2;55
"05";2;"2020-04-25";23;2;4;38
"06";0;"2020-04-25";259;47;122;401
"06";1;"2020-04-25";127;27;64;192
"06";2;"2020-04-25";119;14;56;198
"07";0;"2020-04-25";95;25;57;259
"07";1;"2020-04-25";65;22;36;108
"07";2;"2020-04-25";27;1;16;127
"08";0;"2020-04-25";54;12;43;106
"08";1;"2020-04-25";21;7;22;55
"08";2;"2020-04-25";32;5;21;49
"09";0;"2020-04-25";11;1;2;25
"09";1;"2020-04-25";4;1;1;13
"09";2;"2020-04-25";6;0;1;10
"10";0;"2020-04-25";230;11;102;340
"10";1;"2020-04-25";128;9;65;189
"10";2;"2020-04-25";99;1;36;150
"11";0;"2020-04-25";57;7;48;148
"11";1;"2020-04-25";29;6;34;81
"11";2;"2020-04-25";28;1;14;67
"12";0;"2020-04-25";45;2;20;99
"12";1;"2020-04-25";20;2;11;49
"12";2;"2020-04-25";25;0;9;50
"13";0;"2020-04-25";974;180;362;2083
"13";1;"2020-04-25";504;133;194;1064
"13";2;"2020-04-25";467;46;166;982
"14";0;"2020-04-25";148;25;55;153
"14";1;"2020-04-25";67;21;37;85
"14";2;"2020-04-25";81;4;18;67
"15";0;"2020-04-25";21;3;4;26
"15";1;"2020-04-25";13;2;3;15
"15";2;"2020-04-25";8;1;1;11
"16";0;"2020-04-25";9;2;10;37
"16";1;"2020-04-25";2;1;7;23
"16";2;"2020-04-25";6;0;3;14
"17";0;"2020-04-25";73;14;37;82
"17";1;"2020-04-25";41;12;25;48
"17";2;"2020-04-25";32;2;12;34
"18";0;"2020-04-25";87;6;51;64
"18";1;"2020-04-25";35;5;28;35
"18";2;"2020-04-25";51;1;22;29
"19";0;"2020-04-25";74;10;22;59
"19";1;"2020-04-25";42;7;20;32
"19";2;"2020-04-25";31;2;2;27
"21";0;"2020-04-25";292;59;203;606
"21";1;"2020-04-25";124;30;120;279
"21";2;"2020-04-25";167;29;83;323
"22";0;"2020-04-25";52;6;24;121
"22";1;"2020-04-25";22;4;15;61
"22";2;"2020-04-25";30;2;9;59
"23";0;"2020-04-25";26;9;5;20
"23";1;"2020-04-25";12;4;3;13
"23";2;"2020-04-25";14;5;2;7
"24";0;"2020-04-25";31;4;9;51
"24";1;"2020-04-25";13;1;3;31
"24";2;"2020-04-25";18;3;5;20
"25";0;"2020-04-25";171;46;112;393
"25";1;"2020-04-25";91;34;66;205
"25";2;"2020-04-25";79;11;44;184
"26";0;"2020-04-25";140;33;112;363
"26";1;"2020-04-25";77;21;65;199
"26";2;"2020-04-25";61;10;47;164
"27";0;"2020-04-25";114;10;62;83
"27";1;"2020-04-25";52;9;31;41
"27";2;"2020-04-25";61;1;31;41
"28";0;"2020-04-25";234;22;79;285
"28";1;"2020-04-25";100;18;39;148
"28";2;"2020-04-25";126;4;39;124
"29";0;"2020-04-25";76;18;35;122
"29";1;"2020-04-25";45;12;21;71
"29";2;"2020-04-25";31;6;13;50
"2A";0;"2020-04-25";54;7;42;87
"2A";1;"2020-04-25";20;6;27;37
"2A";2;"2020-04-25";34;1;15;50
"2B";0;"2020-04-25";10;2;8;85
"2B";1;"2020-04-25";6;1;5;45
"2B";2;"2020-04-25";4;1;3;40
"30";0;"2020-04-25";125;27;49;170
"30";1;"2020-04-25";63;17;26;94
"30";2;"2020-04-25";62;10;23;76
"31";0;"2020-04-25";153;60;45;433
"31";1;"2020-04-25";96;49;32;233
"31";2;"2020-04-25";53;11;13;196
"32";0;"2020-04-25";34;6;16;46
"32";1;"2020-04-25";19;5;10;26
"32";2;"2020-04-25";15;1;6;20
"33";0;"2020-04-25";248;64;105;598
"33";1;"2020-04-25";134;49;50;301
"33";2;"2020-04-25";114;15;55;296
"34";0;"2020-04-25";123;36;98;521
"34";1;"2020-04-25";60;27;57;254
"34";2;"2020-04-25";60;8;41;261
"35";0;"2020-04-25";158;19;67;258
"35";1;"2020-04-25";91;13;35;151
"35";2;"2020-04-25";65;5;32;106
"36";0;"2020-04-25";118;10;60;56
"36";1;"2020-04-25";55;4;35;23
"36";2;"2020-04-25";62;6;25;32
"37";0;"2020-04-25";163;39;56;185
"37";1;"2020-04-25";79;30;39;94
"37";2;"2020-04-25";83;8;17;90
"38";0;"2020-04-25";215;34;95;385
"38";1;"2020-04-25";110;26;54;186
"38";2;"2020-04-25";101;8;41;197
"39";0;"2020-04-25";104;8;43;145
"39";1;"2020-04-25";40;6;22;66
"39";2;"2020-04-25";62;2;21;79
"40";0;"2020-04-25";26;4;10;43
"40";1;"2020-04-25";17;3;6;24
"40";2;"2020-04-25";9;1;4;19
"41";0;"2020-04-25";124;14;38;105
"41";1;"2020-04-25";59;10;24;55
"41";2;"2020-04-25";65;4;14;50
"42";0;"2020-04-25";412;78;173;560
"42";1;"2020-04-25";221;63;117;293
"42";2;"2020-04-25";188;13;56;261
"43";0;"2020-04-25";39;1;9;65
"43";1;"2020-04-25";16;1;6;24
"43";2;"2020-04-25";22;0;3;41
"44";0;"2020-04-25";259;34;111;357
"44";1;"2020-04-25";130;27;61;196
"44";2;"2020-04-25";125;7;49;160
"45";0;"2020-04-25";248;53;64;361
"45";1;"2020-04-25";132;39;40;185
"45";2;"2020-04-25";115;14;24;176
"46";0;"2020-04-25";23;5;15;123
"46";1;"2020-04-25";12;4;6;43
"46";2;"2020-04-25";11;1;9;80
"47";0;"2020-04-25";31;2;5;38
"47";1;"2020-04-25";17;2;5;21
"47";2;"2020-04-25";14;0;0;16
"48";0;"2020-04-25";2;0;0;15
"48";1;"2020-04-25";0;0;0;10
"48";2;"2020-04-25";2;0;0;5
"49";0;"2020-04-25";180;30;91;354
"49";1;"2020-04-25";105;23;54;171
"49";2;"2020-04-25";73;7;37;181
"50";0;"2020-04-25";51;12;36;92
"50";1;"2020-04-25";32;11;17;45
"50";2;"2020-04-25";19;1;19;44
"51";0;"2020-04-25";333;42;199;653
"51";1;"2020-04-25";184;33;119;298
"51";2;"2020-04-25";144;9;78;347
"52";0;"2020-04-25";81;20;54;125
"52";1;"2020-04-25";39;9;23;73
"52";2;"2020-04-25";42;11;31;52
"53";0;"2020-04-25";85;10;27;73
"53";1;"2020-04-25";38;8;14;37
"53";2;"2020-04-25";47;2;13;36
"54";0;"2020-04-25";450;106;249;637
"54";1;"2020-04-25";230;76;146;307
"54";2;"2020-04-25";208;26;101;309
"55";0;"2020-04-25";130;14;80;257
"55";1;"2020-04-25";66;9;44;129
"55";2;"2020-04-25";64;5;36;128
"56";0;"2020-04-25";126;16;76;265
"56";1;"2020-04-25";69;14;47;148
"56";2;"2020-04-25";56;2;29;117
"57";0;"2020-04-25";895;130;623;1413
"57";1;"2020-04-25";457;93;353;722
"57";2;"2020-04-25";434;37;266;685
"58";0;"2020-04-25";52;8;22;43
"58";1;"2020-04-25";21;6;11;13
"58";2;"2020-04-25";31;2;11;30
"59";0;"2020-04-25";900;190;408;1197
"59";1;"2020-04-25";463;139;213;617
"59";2;"2020-04-25";432;50;190;570
"60";0;"2020-04-25";461;48;308;688
"60";1;"2020-04-25";207;35;178;360
"60";2;"2020-04-25";250;13;129;323
"61";0;"2020-04-25";66;13;27;148
"61";1;"2020-04-25";38;13;17;59
"61";2;"2020-04-25";27;0;10;89
"62";0;"2020-04-25";438;66;203;720
"62";1;"2020-04-25";210;49;120;350
"62";2;"2020-04-25";223;15;83;365
"63";0;"2020-04-25";47;14;32;120
"63";1;"2020-04-25";24;10;21;65
"63";2;"2020-04-25";23;4;11;55
"64";0;"2020-04-25";66;7;21;145
"64";1;"2020-04-25";34;6;15;78
"64";2;"2020-04-25";32;1;6;67
"65";0;"2020-04-25";77;4;19;81
"65";1;"2020-04-25";32;3;8;44
"65";2;"2020-04-25";44;1;11;36
"66";0;"2020-04-25";24;11;28;250
"66";1;"2020-04-25";17;9;13;107
"66";2;"2020-04-25";7;2;15;143
"67";0;"2020-04-25";917;173;483;1566
"67";1;"2020-04-25";485;121;279;864
"67";2;"2020-04-25";426;52;201;693
"68";0;"2020-04-25";932;119;657;1720
"68";1;"2020-04-25";470;83;399;934
"68";2;"2020-04-25";458;36;253;781
"69";0;"2020-04-25";1191;179;461;1643
"69";1;"2020-04-25";567;138;250;819
"69";2;"2020-04-25";619;41;201;791
"70";0;"2020-04-25";111;13;66;151
"70";1;"2020-04-25";59;10;42;79
"70";2;"2020-04-25";51;3;24;71
"71";0;"2020-04-25";223;25;147;396
"71";1;"2020-04-25";112;20;76;180
"71";2;"2020-04-25";110;5;71;214
"72";0;"2020-04-25";144;14;48;197
"72";1;"2020-04-25";74;11;24;100
"72";2;"2020-04-25";70;3;24;97
"73";0;"2020-04-25";84;10;41;295
"73";1;"2020-04-25";46;8;27;135
"73";2;"2020-04-25";38;2;14;159
"74";0;"2020-04-25";223;34;129;585
"74";1;"2020-04-25";117;26;80;327
"74";2;"2020-04-25";102;8;49;251
"75";0;"2020-04-25";2568;540;1345;3626
"75";1;"2020-04-25";1398;403;856;2112
"75";2;"2020-04-25";1140;135;478;1484
"76";0;"2020-04-25";236;56;134;498
"76";1;"2020-04-25";112;43;87;239
"76";2;"2020-04-25";119;13;45;253
"77";0;"2020-04-25";701;146;441;1558
"77";1;"2020-04-25";382;107;262;890
"77";2;"2020-04-25";315;39;178;651
"78";0;"2020-04-25";830;121;400;1318
"78";1;"2020-04-25";409;94;245;744
"78";2;"2020-04-25";413;26;153;569
"79";0;"2020-04-25";28;2;14;38
"79";1;"2020-04-25";15;1;8;18
"79";2;"2020-04-25";13;1;6;20
"80";0;"2020-04-25";299;47;166;469
"80";1;"2020-04-25";133;37;99;235
"80";2;"2020-04-25";162;10;66;227
"81";0;"2020-04-25";38;8;18;65
"81";1;"2020-04-25";18;6;8;34
"81";2;"2020-04-25";20;2;10;30
"82";0;"2020-04-25";12;5;3;30
"82";1;"2020-04-25";8;4;3;18
"82";2;"2020-04-25";4;1;0;12
"83";0;"2020-04-25";291;39;102;536
"83";1;"2020-04-25";165;29;54;301
"83";2;"2020-04-25";124;10;47;234
"84";0;"2020-04-25";77;14;26;154
"84";1;"2020-04-25";45;10;16;78
"84";2;"2020-04-25";32;4;10;76
"85";0;"2020-04-25";49;12;30;132
"85";1;"2020-04-25";23;8;21;72
"85";2;"2020-04-25";26;4;9;60
"86";0;"2020-04-25";47;7;29;81
"86";1;"2020-04-25";29;4;15;39
"86";2;"2020-04-25";17;2;13;42
"87";0;"2020-04-25";48;8;22;84
"87";1;"2020-04-25";22;6;11;41
"87";2;"2020-04-25";26;2;11;42
"88";0;"2020-04-25";231;20;224;415
"88";1;"2020-04-25";103;14;134;221
"88";2;"2020-04-25";127;6;90;192
"89";0;"2020-04-25";115;23;51;148
"89";1;"2020-04-25";58;22;28;79
"89";2;"2020-04-25";57;1;23;68
"90";0;"2020-04-25";148;19;142;345
"90";1;"2020-04-25";78;16;84;205
"90";2;"2020-04-25";69;3;58;140
"91";0;"2020-04-25";1201;169;378;1047
"91";1;"2020-04-25";561;107;222;632
"91";2;"2020-04-25";623;60;152;406
"92";0;"2020-04-25";1903;324;789;2493
"92";1;"2020-04-25";1035;241;470;1416
"92";2;"2020-04-25";849;79;314;1066
"93";0;"2020-04-25";1492;192;774;1985
"93";1;"2020-04-25";769;133;482;1161
"93";2;"2020-04-25";707;53;285;805
"94";0;"2020-04-25";1970;298;861;2157
"94";1;"2020-04-25";1021;218;495;1188
"94";2;"2020-04-25";933;80;349;943
"95";0;"2020-04-25";944;123;528;1570
"95";1;"2020-04-25";499;87;335;919
"95";2;"2020-04-25";440;35;191;644
"971";0;"2020-04-25";22;11;13;70
"971";1;"2020-04-25";15;7;6;34
"971";2;"2020-04-25";7;4;7;36
"972";0;"2020-04-25";32;9;14;63
"972";1;"2020-04-25";20;7;10;33
"972";2;"2020-04-25";12;2;4;30
"973";0;"2020-04-25";1;0;1;35
"973";1;"2020-04-25";0;0;1;17
"973";2;"2020-04-25";1;0;0;18
"974";0;"2020-04-25";7;2;0;102
"974";1;"2020-04-25";6;2;0;49
"974";2;"2020-04-25";1;0;0;53
"976";0;"2020-04-25";28;3;6;60
"976";1;"2020-04-25";18;3;5;37
"976";2;"2020-04-25";9;0;1;22
"01";0;"2020-04-26";165;19;75;230
"01";1;"2020-04-26";81;16;44;124
"01";2;"2020-04-26";81;3;30;99
"02";0;"2020-04-26";295;38;199;597
"02";1;"2020-04-26";150;24;120;231
"02";2;"2020-04-26";145;14;76;364
"03";0;"2020-04-26";55;14;24;114
"03";1;"2020-04-26";28;10;11;47
"03";2;"2020-04-26";27;4;12;65
"04";0;"2020-04-26";29;1;7;99
"04";1;"2020-04-26";15;0;5;39
"04";2;"2020-04-26";14;1;2;59
"05";0;"2020-04-26";41;8;6;93
"05";1;"2020-04-26";15;6;2;55
"05";2;"2020-04-26";23;2;4;38
"06";0;"2020-04-26";258;49;123;404
"06";1;"2020-04-26";127;30;64;194
"06";2;"2020-04-26";119;14;57;199
"07";0;"2020-04-26";101;24;58;260
"07";1;"2020-04-26";67;21;37;109
"07";2;"2020-04-26";31;1;16;127
"08";0;"2020-04-26";53;10;43;109
"08";1;"2020-04-26";19;7;22;58
"08";2;"2020-04-26";33;3;21;49
"09";0;"2020-04-26";11;1;2;25
"09";1;"2020-04-26";4;1;1;13
"09";2;"2020-04-26";6;0;1;10
"10";0;"2020-04-26";229;11;103;340
"10";1;"2020-04-26";128;9;65;189
"10";2;"2020-04-26";98;1;37;150
"11";0;"2020-04-26";55;5;49;150
"11";1;"2020-04-26";28;4;34;82
"11";2;"2020-04-26";27;1;15;68
"12";0;"2020-04-26";45;2;20;99
"12";1;"2020-04-26";20;2;11;49
"12";2;"2020-04-26";25;0;9;50
"13";0;"2020-04-26";997;183;366;2088
"13";1;"2020-04-26";516;134;199;1068
"13";2;"2020-04-26";478;48;165;983
"14";0;"2020-04-26";149;26;55;153
"14";1;"2020-04-26";68;21;37;85
"14";2;"2020-04-26";81;5;18;67
"15";0;"2020-04-26";21;3;4;26
"15";1;"2020-04-26";13;2;3;15
"15";2;"2020-04-26";8;1;1;11
"16";0;"2020-04-26";9;2;10;37
"16";1;"2020-04-26";2;1;7;23
"16";2;"2020-04-26";6;0;3;14
"17";0;"2020-04-26";69;14;40;83
"17";1;"2020-04-26";40;12;26;48
"17";2;"2020-04-26";29;2;14;35
"18";0;"2020-04-26";90;6;52;64
"18";1;"2020-04-26";37;5;29;35
"18";2;"2020-04-26";52;1;22;29
"19";0;"2020-04-26";75;10;22;59
"19";1;"2020-04-26";43;7;20;32
"19";2;"2020-04-26";31;2;2;27
"21";0;"2020-04-26";285;50;207;609
"21";1;"2020-04-26";120;25;122;280
"21";2;"2020-04-26";165;25;85;324
"22";0;"2020-04-26";51;6;24;122
"22";1;"2020-04-26";22;4;15;61
"22";2;"2020-04-26";29;2;9;60
"23";0;"2020-04-26";29;9;5;20
"23";1;"2020-04-26";13;4;3;13
"23";2;"2020-04-26";16;5;2;7
"24";0;"2020-04-26";33;4;9;51
"24";1;"2020-04-26";13;1;3;31
"24";2;"2020-04-26";20;3;5;20
"25";0;"2020-04-26";179;49;113;395
"25";1;"2020-04-26";95;36;66;207
"25";2;"2020-04-26";83;12;45;184
"26";0;"2020-04-26";144;34;112;363
"26";1;"2020-04-26";80;21;65;199
"26";2;"2020-04-26";62;11;47;164
"27";0;"2020-04-26";115;10;62;83
"27";1;"2020-04-26";53;9;31;41
"27";2;"2020-04-26";61;1;31;41
"28";0;"2020-04-26";229;18;82;294
"28";1;"2020-04-26";101;14;39;150
"28";2;"2020-04-26";120;4;42;130
"29";0;"2020-04-26";75;17;36;122
"29";1;"2020-04-26";44;11;22;71
"29";2;"2020-04-26";31;6;13;50
"2A";0;"2020-04-26";54;7;42;87
"2A";1;"2020-04-26";20;6;27;37
"2A";2;"2020-04-26";34;1;15;50
"2B";0;"2020-04-26";10;2;8;85
"2B";1;"2020-04-26";6;1;5;45
"2B";2;"2020-04-26";4;1;3;40
"30";0;"2020-04-26";127;27;49;171
"30";1;"2020-04-26";64;17;26;94
"30";2;"2020-04-26";63;10;23;77
"31";0;"2020-04-26";150;58;45;437
"31";1;"2020-04-26";95;47;32;234
"31";2;"2020-04-26";51;11;13;199
"32";0;"2020-04-26";42;6;16;46
"32";1;"2020-04-26";24;5;10;26
"32";2;"2020-04-26";18;1;6;20
"33";0;"2020-04-26";248;64;106;603
"33";1;"2020-04-26";134;48;50;302
"33";2;"2020-04-26";114;16;56;300
"34";0;"2020-04-26";124;36;98;521
"34";1;"2020-04-26";61;27;57;254
"34";2;"2020-04-26";60;8;41;261
"35";0;"2020-04-26";157;19;67;261
"35";1;"2020-04-26";91;13;35;152
"35";2;"2020-04-26";64;5;32;108
"36";0;"2020-04-26";118;10;61;56
"36";1;"2020-04-26";55;4;36;23
"36";2;"2020-04-26";62;6;25;32
"37";0;"2020-04-26";165;36;56;188
"37";1;"2020-04-26";81;27;39;94
"37";2;"2020-04-26";83;8;17;93
"38";0;"2020-04-26";213;34;96;386
"38";1;"2020-04-26";109;26;55;186
"38";2;"2020-04-26";100;8;41;198
"39";0;"2020-04-26";104;8;43;145
"39";1;"2020-04-26";40;6;22;66
"39";2;"2020-04-26";62;2;21;79
"40";0;"2020-04-26";26;4;10;43
"40";1;"2020-04-26";17;3;6;24
"40";2;"2020-04-26";9;1;4;19
"41";0;"2020-04-26";126;14;38;105
"41";1;"2020-04-26";59;10;24;55
"41";2;"2020-04-26";67;4;14;50
"42";0;"2020-04-26";414;78;176;564
"42";1;"2020-04-26";221;62;119;294
"42";2;"2020-04-26";190;14;57;264
"43";0;"2020-04-26";39;1;9;65
"43";1;"2020-04-26";16;1;6;24
"43";2;"2020-04-26";22;0;3;41
"44";0;"2020-04-26";253;32;115;362
"44";1;"2020-04-26";126;26;63;199
"44";2;"2020-04-26";123;6;51;162
"45";0;"2020-04-26";245;54;66;362
"45";1;"2020-04-26";133;40;40;185
"45";2;"2020-04-26";111;14;26;177
"46";0;"2020-04-26";23;5;15;123
"46";1;"2020-04-26";12;4;6;43
"46";2;"2020-04-26";11;1;9;80
"47";0;"2020-04-26";32;3;5;38
"47";1;"2020-04-26";17;2;5;21
"47";2;"2020-04-26";15;1;0;16
"48";0;"2020-04-26";2;0;0;15
"48";1;"2020-04-26";0;0;0;10
"48";2;"2020-04-26";2;0;0;5
"49";0;"2020-04-26";174;29;94;357
"49";1;"2020-04-26";101;22;56;173
"49";2;"2020-04-26";71;7;38;182
"50";0;"2020-04-26";52;12;36;92
"50";1;"2020-04-26";32;11;17;45
"50";2;"2020-04-26";20;1;19;44
"51";0;"2020-04-26";334;42;201;654
"51";1;"2020-04-26";183;33;120;298
"51";2;"2020-04-26";146;9;79;348
"52";0;"2020-04-26";79;20;55;126
"52";1;"2020-04-26";38;9;24;73
"52";2;"2020-04-26";41;11;31;53
"53";0;"2020-04-26";85;10;27;73
"53";1;"2020-04-26";38;8;14;37
"53";2;"2020-04-26";47;2;13;36
"54";0;"2020-04-26";452;109;250;640
"54";1;"2020-04-26";232;80;147;310
"54";2;"2020-04-26";208;25;101;309
"55";0;"2020-04-26";131;14;81;258
"55";1;"2020-04-26";67;9;45;129
"55";2;"2020-04-26";64;5;36;129
"56";0;"2020-04-26";125;16;76;267
"56";1;"2020-04-26";68;14;47;150
"56";2;"2020-04-26";56;2;29;117
"57";0;"2020-04-26";890;130;626;1432
"57";1;"2020-04-26";450;91;355;731
"57";2;"2020-04-26";436;39;267;695
"58";0;"2020-04-26";51;7;22;43
"58";1;"2020-04-26";20;5;11;13
"58";2;"2020-04-26";31;2;11;30
"59";0;"2020-04-26";898;192;409;1204
"59";1;"2020-04-26";464;141;214;620
"59";2;"2020-04-26";429;50;190;574
"60";0;"2020-04-26";463;47;309;690
"60";1;"2020-04-26";211;36;178;360
"60";2;"2020-04-26";248;11;130;325
"61";0;"2020-04-26";66;13;27;147
"61";1;"2020-04-26";38;13;17;59
"61";2;"2020-04-26";27;0;10;88
"62";0;"2020-04-26";436;63;206;725
"62";1;"2020-04-26";210;47;122;352
"62";2;"2020-04-26";221;14;84;368
"63";0;"2020-04-26";48;15;32;120
"63";1;"2020-04-26";25;11;21;65
"63";2;"2020-04-26";23;4;11;55
"64";0;"2020-04-26";64;6;22;147
"64";1;"2020-04-26";33;5;16;79
"64";2;"2020-04-26";31;1;6;68
"65";0;"2020-04-26";76;4;19;82
"65";1;"2020-04-26";31;3;8;45
"65";2;"2020-04-26";44;1;11;36
"66";0;"2020-04-26";23;11;28;251
"66";1;"2020-04-26";17;9;13;107
